mode,strategy,feature,auc,auc_lift,direction,positive_median,background_median,positive_count,background_count
all_background,T4/S08,roc_10,0.8741324544834359,0.3741324544834359,high,0.3332427133451538,0.00661367228635,28,72454
all_background,T4/S08,sma_21_slope_4,0.8734869251400175,0.37348692514001747,high,2.0145238095240074,0.02857142857146755,28,72440
all_background,T4/S08,close_minus_sma_21,0.8683133080132832,0.3683133080132832,high,5.429285714285584,0.08595238095233526,28,72444
all_background,T4/S08,bars_since_ema_21_cross_below_ema_50,0.8656825434100924,0.36568254341009243,high,187.5,62.0,28,72391
all_background,T4/S08,close_minus_wma_21,0.8591574674428326,0.3591574674428326,high,4.388290043289771,0.0611904761904043,28,72444
all_background,T4/S08,efi_13,0.8582086020699705,0.3582086020699705,high,1020.4468550447682,3.245424395551275,28,72451
all_background,T4/S08,wma_21_slope_4,0.857374822513213,0.35737482251321295,high,1.5312554112554153,0.031558441558559025,28,72440
all_background,T4/S08,rsi_8,0.8558566262946101,0.3558566262946101,high,75.25146015251859,50.75611284589918,28,72457
all_background,T4/S08,aroon_25_aroond_25,0.15452582764217382,0.3454741723578262,low,0.0,43.99999999999999,28,72439
all_background,T4/S08,bbands_34_bbb_34_2_0,0.844271000775122,0.34427100077512196,high,1.5567564941430596,0.49446344748655136,28,72431
all_background,T5/S09,fisher_14,0.974468514849471,0.47446851484947095,high,4.259351283794863,0.13075783820318287,38,72441
all_background,T5/S09,cmo_14,0.9738831047109768,0.47388310471097683,high,70.09360107384542,1.3619228177229852,38,72440
all_background,T5/S09,fisher_9,0.9728872466897304,0.47288724668973037,high,3.966430052897723,0.1021189090387678,38,72446
all_background,T5/S09,adx_7_adx_7,0.9706479129858657,0.4706479129858657,high,70.74473257898308,32.042088492357756,38,72448
all_background,T5/S09,cmo_21,0.9641258309857312,0.46412583098573124,high,59.309741277054044,1.3712047012731077,38,72433
all_background,T5/S09,adx_14_dmp_14,0.956228262709617,0.456228262709617,high,40.65743127906925,20.144031487050825,38,72441
all_background,T5/S09,rsi_14,0.9548545495099825,0.4548545495099825,high,75.67125650894457,50.615946401467674,38,72441
all_background,T5/S09,chop_14,0.04585210264756313,0.4541478973524369,low,28.562266191133382,50.2751157775679,38,72440
all_background,T5/S09,adx_14_dmn_14,0.046710244779962495,0.45328975522003745,low,6.802318280731812,20.69545007886673,38,72441
all_background,T5/S09,adx_7_dmn_7,0.048969787404686625,0.4510302125953134,low,3.0831461668574125,20.00250185625208,38,72448
all_background,T5/S09,chop_21,0.05300270231582435,0.4469972976841756,low,30.76067762787498,49.98322930853561,38,72433
all_background,T5/S09,wma_21_slope_4,0.9467943640683927,0.4467943640683927,high,2.282943722943628,0.03142857142859157,38,72430
all_background,T5/S09,wma_8_minus_wma_21,0.9457033844240056,0.4457033844240056,high,2.8443668831168907,0.03858044733033239,38,72434
